W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,T8
0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,0.01,1.4,0.82,-7.45,2.55,-1.75,2.08,-0.73,0
-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,0.01,1.4,0.82,-7.45,2.55,-1.75,2.08,0
-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,0.01,1.4,0.82,-7.45,2.55,-1.75,0
-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,0.01,1.4,0.82,-7.45,2.55,0
0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,0.01,1.4,0.82,-7.45,0
-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,0.01,1.4,0.82,0
2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,0.01,1.4,0
-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,0.01,0
-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,2.82,1
-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,3.3,1
-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,2.81,1
-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,4.14,1
-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,-2.27,0
-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,-3.83,0
0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,-0.3,1
-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,2.46,1
0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1.79,0
0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,-2.67,1
5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,0.29,1
-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,0.76,1
1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,-4.47,1
-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,-1.42,1
-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,-2.1,1
-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,0.6,1
4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,-4.95,1
0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,2.13,0
0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,-1.08,0
2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,-1.63,0
0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,-1.04,0
4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,-1.42,0
1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,-2.04,0
-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,-0.1,0
3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,-0.2,0
-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,0.5,1
0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,-2.82,1
-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,0.25,1
-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,0.11,1
-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,5.12,1
-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,-0.4,1
1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1.47,1
7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,-1.87,1
-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,-2.96,1
2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,-4.43,1
1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,4.94,1
4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,0.55,1
0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0.63,1
3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,2.33,0
2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0.97,0
1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,4.42,0
-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,1.42,0
2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,-3.54,0
-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,3.91,0
2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,-3.13,0
-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0.44,0
0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,-6.5,0
-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,-2.96,0
-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,-1,0
-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,-2.21,0
-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,1.86,0
0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,7.02,0
-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,-0.06,0
-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,2.13,0
-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,1.89,0
-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,4.81,0
-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0.07,0
-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,3,0
-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,2.39,0
0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1.03,0
-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,-1.64,1
0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,2.54,1
-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,-2.45,1
-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,2.89,1
-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,-0.5,1
-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,0.87,1
2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,-0.9,1
-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,-2.07,1
2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,-2.89,0
-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,-2.47,0
2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0.28,0
0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,-3.63,0
1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,-0.26,1
1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,-4.13,1
-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,-1.6,0
-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,-2.89,1
6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,-2.7,1
-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,-0.52,1
-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,0.36,1
0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,-2.95,1
0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,0.75,0
-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,-1.45,1
4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,-2.82,0
-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,-0.26,1
0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,-2.79,1
2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,2.5,0
-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,-1.05,1
0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,2.34,1
-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,-0.65,1
-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,2.78,1
1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,0.43,1
5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1.54,1
-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1.21,1
5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,-1.06,1
-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,-2.32,1
-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,6.31,1
3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,-5.25,1
-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,-2.4,1
3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0.4,0
0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0.37,0
5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,-1.34,0
3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,4.73,0
-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,-0.63,0
-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0.25,0
-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,2.96,0
1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,-2.16,0
1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,0.7,1
-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,-2.24,1
-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,-2.17,1
-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1.13,1
2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,5,1
-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,-5.33,1
0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,5.16,1
3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,-0.81,1
-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,-3.95,1
1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,3.98,1
2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,-0.38,1
3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,3.55,1
-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0.75,1
0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,5.56,0
-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,3.14,0
-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,-1.66,0
2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,-3.16,0
2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,-1.79,0
-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,1.4,0
2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,1.33,0
4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,-2,0
-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,-0.07,0
-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,-1,0
-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,2.49,0
-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,-6.6,0
-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0.15,0
-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,3.54,0
-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,-1.86,0
-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,1.91,0
-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,2.14,0
3.51,-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,3.18,0
-4.82,3.51,-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,-0.67,0
-3.56,-4.82,3.51,-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0.74,0
-2.81,-3.56,-4.82,3.51,-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,-0.63,0
-1.55,-2.81,-3.56,-4.82,3.51,-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,-0.91,0
-0.43,-1.55,-2.81,-3.56,-4.82,3.51,-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,2.44,0
-2.34,-0.43,-1.55,-2.81,-3.56,-4.82,3.51,-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,2.7,0
0.02,-2.34,-0.43,-1.55,-2.81,-3.56,-4.82,3.51,-1.04,-0.93,-4.38,-1.1,-1.85,-3.82,-4.26,-1.35,-3.67,4.53,2.87,-5.2,0
